image_id,width,height,numerosity,TSA,FA,CH,cumArea,role,pair_num,target_low,target_high,pair_ratio,image_file,position,greater_role,greater_side,pair_order
14697,100,100,18,3638.274169921875,12000,11536,3546,partner,55,0.8,0.9,0.8181818181818182,paired_images/img_14697.png,right,anchor,left,89
15457,100,100,20,2415.947509765625,23878.341796875,16331,2260,anchor,236,0.6,0.7,0.6,paired_images/img_15457.png,left,anchor,left,90
10069,100,100,12,3532.704345703125,13078.7060546875,10360,3804,partner,236,0.6,0.7,0.6,paired_images/img_10069.png,right,anchor,left,90
13705,100,100,18,2291.968994140625,16018.078125,14346,2034,anchor,147,0.7,0.8,0.72,paired_images/img_13705.png,left,partner,right,91
19683,100,100,25,4047.094482421875,18877.486328125,17809,3725,partner,147,0.7,0.8,0.72,paired_images/img_19683.png,right,partner,right,91
3199,100,100,8,2722.5498046875,11986.45703125,8968,2536,anchor,102,0.8,0.9,0.8888888888888888,paired_images/img_03199.png,left,partner,right,92
5035,100,100,9,3059.41162109375,14270.4853515625,12623,2853,partner,102,0.8,0.9,0.8888888888888888,paired_images/img_05035.png,right,partner,right,92
16660,100,100,20,4304.72900390625,13401.265625,14138,3940,anchor,134,0.7,0.8,0.7,paired_images/img_16660.png,left,anchor,left,93
11074,100,100,14,2858.587646484375,11879.021484375,10025,2758,partner,134,0.7,0.8,0.7,paired_images/img_11074.png,right,anchor,left,93
16112,100,100,20,3224.903076171875,25298.220703125,20440,2980,anchor,175,0.7,0.8,0.7142857142857143,paired_images/img_16112.png,left,partner,right,94
